Gene,EOL-1,HEL,Molm-13,MonoMac1,MV4;11,NB-4,OCI-AML2,OCI-AML3,OCI-AML5,P31-FUJ,PL-21,SKM-1,TF-1,THP-1
PDIA2,-0.161,-0.101,-0.616,0.028,-0.154,0.056,-0.489,-0.857,-0.788,-0.398,-0.773,-0.482,-0.968,-0.414
PDIA3,-0.159,-0.346,0.293,-0.126,-0.365,-0.16,-0.37,-0.199,-0.012,-0.362,-0.216,-1.147,-0.998,-0.33
PDIA6,-0.219,-0.934,0.397,0.21,0.006,-0.114,-0.054,-0.212,0.392,-0.568,-0.882,-0.279,0.119,0.328
PDILT,-0.027,-1.031,-0.515,-0.021,0.164,-0.154,0.209,-0.359,-0.263,0.281,-0.274,-0.13,-0.028,-0.209
PDLIM3,-0.58,0.112,-0.303,0.128,-0.082,0.416,0.175,-0.26,0.016,0.129,-0.887,-0.032,-0.133,0.225
PDP1,-0.486,-0.169,-0.648,-0.118,-0.337,0.253,0.211,-0.256,-0.196,-0.014,-0.563,0.191,0.68,-0.106
PDZD3,-0.474,-1.086,-0.27,-0.027,-0.074,-0.054,-0.272,0.333,-0.099,0.123,-0.4,-0.019,-0.289,-0.355
PDZD8,-0.342,-0.523,-0.391,0.529,-0.864,-0.654,-0.666,-0.017,-0.259,-0.32,0.122,-0.513,-0.624,-0.6
PENK,-0.081,0.265,-0.27,0.47,-0.345,0.169,-0.137,-0.061,-0.388,0.073,-0.654,0.314,-0.97,0.196
PEPD,-0.036,-0.054,0.989,-0.613,0.306,0.031,-0.438,0.374,0.057,-0.048,-0.019,0.324,-0.726,0.225
PER2,0.14,-0.476,0.042,-0.709,-0.05,-0.523,-0.423,-0.695,-0.595,0.168,-0.199,0.176,-0.27,-0.412
PEX13,-0.118,-1.249,-0.458,-0.529,0.055,-0.275,-0.56,-0.1,0.079,-0.107,-0.544,-0.358,-0.945,0.1
PEX14,0.109,-0.253,0.369,0.504,0.623,-0.106,-0.054,-0.079,-0.022,0.454,-0.097,0.206,-0.532,-0.019
PEX2,-0.144,-0.381,-0.551,0.154,0.124,-0.696,-0.286,0.024,0.183,0.095,-0.725,-0.036,-0.608,-0.081
PFDN1,-0.902,-0.868,-0.437,-0.44,-0.454,-0.907,-0.317,-0.905,-1.609,-0.536,-0.945,-0.068,-0.294,-0.799
PFKFB1,0.146,0.189,-0.038,-0.492,0.15,-0.473,0.268,-0.099,0.296,0.329,-0.478,0.263,0.487,-0.024
PFKP,-0.435,-0.032,0.39,0.014,0.03,-0.01,0.43,-0.035,-0.494,0.035,0.033,-0.242,-0.834,0.039
PGAM5,-0.842,-0.481,-0.108,-0.613,0.222,-0.454,-0.25,-0.073,0.039,-0.09,-0.15,0.405,-0.795,0.438
PGP,-0.387,-0.352,1.712,-0.219,0.154,-0.321,0.56,-0.29,0.001,-0.981,-0.637,0.338,-1.831,0.936
PGRMC2,-0.486,-0.561,0.445,-0.592,-0.153,-0.283,-0.803,0.019,-0.274,-0.854,-0.757,-0.225,-0.818,0.001
PHACTR1,-0.275,-0.217,-1.488,-0.627,-0.817,-0.548,-0.701,-0.265,-0.848,-0.483,-0.49,-0.609,-0.583,-0.235
PHACTR3,-1.141,-0.31,0.218,-0.401,-0.596,-0.721,-0.357,-0.305,-0.694,-0.152,-0.412,-0.902,0.097,-0.034
PHACTR4,-0.469,-0.567,0.092,0.323,-0.323,-0.864,-0.268,0.143,-0.225,0.063,-0.725,-0.478,-0.821,-0.001
PHC3,-0.132,0.069,0.296,-1.04,0.164,0.243,-0.131,-0.456,0.249,0.058,0.106,0.203,-0.02,0.564
PHF13,0.171,-0.069,-0.749,-0.51,-0.729,0.39,-0.308,-0.384,-0.567,0.183,-0.184,-0.471,-0.846,-0.854
PHF14,0.227,-0.014,-0.452,0.248,0.158,-0.03,0.041,0.378,-0.021,0.017,0.615,1.098,-0.543,0.13
PHF17,-0.446,-0.043,-1.392,-0.726,-0.611,-0.07,-0.949,-0.436,-0.404,-0.455,-0.384,-0.217,-0.045,0.289
PHF20L1,0.235,0.001,-0.031,0.527,0.067,0.211,0.269,0.729,-0.168,0.408,-0.536,-0.079,0.564,0.034
PHF21A,-0.498,-0.201,-0.626,-0.587,-0.628,0.174,-0.034,0.113,-0.866,-0.245,-0.33,-0.15,0.29,0.008
PHF3,-0.5,-0.267,-0.255,-0.609,-0.31,0.113,-0.021,-1.484,0.013,-0.249,0.2,0.457,-0.702,-0.939
PHF6,0.022,-0.002,0.001,-0.338,0.079,-0.448,-0.639,1.159,-0.127,0.321,0.113,-0.207,-1.495,0.129
PHF8,-0.302,0.119,-0.969,-0.509,-0.314,-0.122,-0.097,-0.681,-0.206,0.133,-0.531,-0.111,-0.369,0.625
PHIP,-0.98,-0.215,-0.194,-0.769,-0.563,-0.934,-0.991,1.21,-0.373,0.281,-0.584,-0.903,-2.65,-0.3
PHLPP1,-0.026,-0.058,-0.012,0.263,-0.13,-0.253,-0.651,-0.814,-0.751,0.011,0.09,-0.076,-0.243,-0.479
PHYHIP,-0.323,0.152,-0.809,-0.212,-0.628,0.235,0.008,-0.641,-0.619,-0.011,-0.196,-0.021,-0.317,-0.087
PICALM,0.165,-0.35,-0.999,-0.394,-0.358,-0.467,-0.375,-0.454,-0.498,-1.526,-0.781,-0.351,-0.293,-0.812
PIDD,-0.612,-0.686,-0.871,-0.289,-0.166,0.112,-0.548,-0.826,-1.055,-0.526,-0.522,-0.064,-0.22,-0.703
PIEZO1,-0.183,-0.288,-0.566,-0.548,-0.587,-0.819,-0.754,0.459,-0.344,-0.29,-0.851,-0.318,-0.6,0.07
PIGC,-0.056,-0.496,-0.169,0.088,-0.037,-0.076,0.029,-0.421,-0.69,-0.629,-0.183,-0.454,-1.043,-0.161
PIGG,-0.231,-0.291,0.072,0.159,-0.28,-0.593,0.211,0.017,-0.426,0.179,-0.763,0.354,-0.16,-0.511
PIGK,0.043,-0.097,0.135,-0.181,0.65,0.164,0.466,-0.068,0.332,0.259,-0.745,0.077,0.027,0.204
PIGO,-0.806,-0.639,-0.03,0.148,-0.157,-0.178,-0.114,-0.266,-0.181,-0.861,-0.424,-0.237,-0.887,0.256
PIGW,-0.131,-0.058,-0.403,-0.282,-0.103,-0.247,0.007,-0.27,-0.065,-0.495,-0.2,-0.918,-0.947,-0.841
PIK3CB,0.27,-1.078,-0.514,-0.016,-0.527,-0.019,-0.241,-0.273,0.566,0.068,-0.407,-0.185,-0.128,-0.06
PIK3R1,-0.39,0.601,0.314,0.402,0.364,0.027,0.424,1.39,0.841,0.544,0.431,1.132,0.388,0.571
PIK3R6,-0.323,-0.491,-0.294,-0.201,-0.901,-0.495,-0.522,-0.558,-0.6,-0.432,0.001,-0.03,-1.51,-0.264
PIM2,0.286,-0.147,-0.071,-0.56,-0.076,0.061,0.029,-0.664,0.128,-0.08,-0.658,-1.673,-0.572,-0.161
PIN1,-0.87,-0.638,0.008,-0.298,-0.922,-0.583,-0.617,-0.171,-0.331,-0.038,-0.062,0.791,0.503,0.091
PINX1,-0.644,0.058,-0.994,0.255,-0.459,-0.258,-0.126,-0.452,-0.329,-0.42,-0.09,0,0.005,-0.274
PITPNB,-0.292,-0.643,-1.71,-0.619,0.78,-0.822,-0.056,-0.282,0.7,0.072,-0.116,-0.96,-0.048,-0.959
PITPNM3,-0.351,-0.169,-0.875,-0.618,-0.69,-0.521,-0.808,-0.476,-0.565,-0.24,-0.262,-0.262,-1.489,-0.554
PIWIL4,0.045,-0.615,0.265,-0.332,0.078,-0.793,-0.366,-0.278,0.054,0.072,-0.768,0.042,-1.373,0.008
PKD2,-1.073,-0.347,-0.954,-0.588,-0.766,0.157,-0.6,-0.529,-0.865,-0.974,-0.663,-0.278,-0.74,-0.876
PKN3,-0.8,-0.663,-0.555,-0.24,-0.378,-0.254,-0.27,0.221,0.06,0.051,-0.623,-0.372,-0.633,0.076
PKP4,0.608,-0.077,-0.257,-0.039,-0.485,-0.012,-0.053,0.226,0.113,0.169,-0.636,0.115,-0.69,0.137
PLAA,-0.797,-0.184,0.54,-0.075,0.052,-0.038,-0.011,-0.333,-0.027,-0.288,0.292,0.474,-0.159,-0.102
PLAC1,0.877,0.277,0.241,0.104,0.36,-0.056,0.216,-0.7,0.411,0.268,0.018,0.276,0.363,0.032
PLAG1,-0.218,0.09,-0.878,0.085,-0.272,0.01,-0.077,-1.003,0.235,0.021,-0.117,-0.185,0.051,0.43
PLAT,-0.902,-0.104,-0.644,-0.409,-0.358,0.102,-0.591,-0.304,-1.006,-0.605,-0.013,-0.482,-0.003,0.024
PLCD1,-0.091,-0.786,-0.671,-0.183,-0.497,-0.07,-0.6,-0.974,-0.671,-0.075,-0.551,-0.42,-0.637,0.106
PLCD3,-0.381,-1.404,0.344,0.085,-0.545,-0.538,-0.4,0.135,-0.763,-0.329,-0.181,-0.75,-0.912,-0.254
PLD1,-0.241,0.246,0.05,0.127,0.471,-0.066,-0.042,0.565,-0.07,0.198,0.351,0.178,-0.833,0.035
PLEKHA2,-0.726,-0.73,-0.611,-0.03,-0.25,-0.732,-0.321,0.159,-0.267,-0.423,-0.054,0.293,-0.24,-0.098
PLEKHA5,-0.413,0.037,-0.423,-0.266,-0.205,-1.138,-0.157,-0.063,-0.304,0.216,0.329,0.097,-0.239,0.197
PLEKHB1,-0.959,0.039,-0.317,-0.212,0.031,-0.727,-0.156,-0.311,-0.271,-0.105,-0.887,-0.05,-0.712,-0.248
PLEKHG4B,0.096,-0.079,-0.993,-0.466,-0.949,-0.62,-0.423,-0.618,-0.956,-0.833,-0.288,-0.606,-0.661,-0.809
PLEKHM3,0.302,0.271,0.079,0.093,-0.375,-0.439,0.229,0.239,0.047,0.12,-0.557,0.038,-0.426,0.465
PLEKHS1,-0.146,-0.534,-1.087,0.055,0.184,0.301,-0.13,-0.2,-0.135,0.055,-0.009,-0.468,0.078,-0.825
PLS1,0.086,0.261,0.077,-0.36,0.26,0.543,0.115,-0.396,0.007,0.551,-0.421,0.398,-0.158,0.139
PLVAP,0.001,0.005,-0.537,0.051,-0.371,-0.212,-0.219,0.19,-0.516,-0.162,-0.185,-0.632,-1.146,-0.205
PNMA3,0.277,-0.283,0.217,-0.401,0.148,-0.29,-0.063,-0.291,-0.099,0.251,-0.229,-0.632,-1.043,-0.313
PNPLA2,-0.711,0.493,-0.578,0.111,-0.463,-0.183,-0.383,-0.444,-0.765,-0.074,-0.528,-0.615,-0.218,0.004
PNRC2,-0.431,-0.975,0.126,0.026,-0.308,-0.581,-0.024,0.373,-0.47,-0.231,-0.162,-0.575,-0.948,-0.241
POC1B,-0.23,-0.309,-0.293,0.158,0.11,0.127,0.171,-0.311,0.073,-0.307,-0.004,-0.968,0.102,0.187
POGZ,-1.303,-0.5,0.031,-0.472,-0.429,-0.087,-0.616,-0.241,-0.164,-0.352,-0.807,-0.298,-0.057,-0.131
POLH,-0.599,-0.769,-1.009,-0.157,-0.355,-0.167,-0.702,0,-0.487,-0.094,-0.894,-0.097,-0.869,-0.289
POLL,-0.035,-0.233,-0.19,-0.084,0.201,-0.788,0.109,-0.139,-0.393,-0.632,-0.31,0.055,-0.857,-0.203
POMK,-0.444,0.411,-0.664,0.003,-0.378,0.06,-0.122,-0.277,-0.656,0.056,0.044,0.25,0.196,-0.106
POTED,-0.422,-0.719,-0.853,-0.682,-0.438,-0.938,-0.876,-0.65,-0.739,-0.398,0.061,-0.74,-0.941,-1.471
POU2F1,0.009,-0.616,-0.761,0.064,-0.157,0.099,-0.572,-0.441,-0.363,-0.92,-0.419,-0.658,-0.825,-0.241
POU4F1,0.068,-0.363,0,-0.186,0.209,-0.09,0.449,-0.244,0.019,-0.208,-0.493,0.125,-0.853,0.276
POU4F3,-0.176,0.302,-0.536,0.574,0.307,-0.057,0.07,-0.155,-0.061,-0.078,0.049,-0.094,-0.729,-0.314
POU5F1B,-0.057,0.406,-0.25,0.028,0.091,-0.862,-0.052,0.323,-0.326,0.195,-0.495,-0.083,-0.52,0.131
POU6F2,-0.138,-0.872,-0.987,-0.322,-0.651,-0.95,-0.259,-0.908,-1.029,-0.601,0.142,-0.39,-0.917,-0.38
PPAPDC1A,-0.269,0.187,-0.536,0.144,0.083,-0.153,0.109,-0.169,0.093,0.082,0.616,-0.143,-1.093,0.129
PPEF2,-0.473,0.238,-0.654,-0.239,-0.116,-0.115,-0.275,-0.388,-0.313,-0.075,-0.367,0.225,-1.134,-0.305
PPFIBP2,-0.43,-0.315,-1.351,-0.465,-0.447,-0.809,0.189,-0.242,-0.433,-0.157,-0.271,-0.258,-0.563,-0.754
PPHLN1,1.402,0.095,0.414,0.264,0.346,0.074,0.046,0.954,0.03,0.056,0.095,-0.23,-0.484,-1.254
PPIC,-0.082,0.12,0.713,-0.198,0.596,-0.029,0.308,0.223,0,0.29,-0.639,0.359,0.597,-0.412
PPIG,-0.722,0.474,-0.154,-0.064,-0.074,0.417,0.042,0.468,-0.004,0.006,-0.358,-0.116,0.067,-0.301
PPIL4,-0.77,-0.859,-0.669,-0.507,-0.159,-0.26,-0.123,-0.585,-0.762,-0.843,0.03,-0.858,-0.627,-1.46
PPIP5K2,0.069,-0.079,0.454,-0.635,-0.7,-0.189,-0.983,-0.362,0.302,-0.147,-0.206,-1.182,-0.177,-0.544
PPOX,-0.438,-0.076,0.677,-0.963,-0.631,0.261,-0.879,0.104,-0.601,-0.345,-0.37,-0.288,-0.571,-0.252
PPP1CC,-0.824,-0.434,-0.222,-0.095,0.134,-0.139,0.251,-0.459,-0.941,-0.269,-0.567,-0.826,-0.667,-0.828
PPP1R12C,-0.798,-0.385,-0.104,-0.019,-0.691,0.075,0.118,0.196,-0.386,-0.077,-0.638,0.104,-0.718,-0.033
PPP1R21,-0.046,0.113,-0.969,-0.764,-0.211,-0.864,-0.51,-0.043,-0.479,-0.056,-1.378,-0.638,-0.19,-0.69
PPP1R3F,-0.334,-0.425,-1.015,0.052,0.175,-0.075,-0.102,-0.386,-0.522,0.099,0.057,-0.08,-0.229,-0.506
PPP2CB,-0.527,0.289,-0.254,-0.21,-0.272,-0.1,0.072,0.29,-0.283,0.292,-0.048,0.341,0.499,0.438
PPP2R3B,-0.182,0.091,0.205,-0.58,-0.464,-0.171,0.17,-0.072,-0.124,0.084,-0.777,0.166,-0.832,0.07
PPP3CB,-0.101,0.206,0.191,-0.537,-0.066,-0.301,0.363,-0.356,-0.007,0.065,-0.934,0.321,-0.102,0.214
PPP5C,-0.551,0.094,-0.186,-0.78,-0.625,-1.338,-0.416,-0.624,-0.316,-0.415,-0.271,0.481,-0.438,0.139
PPP6R2,-0.673,-0.003,-0.444,0.076,-0.91,0.005,-0.102,-0.049,-0.21,-0.466,-0.581,0.2,-0.969,-0.356
PQLC2,-0.179,-0.64,-0.854,0.121,-0.271,-0.313,-0.761,0.354,-0.791,-0.196,-0.272,-0.304,-0.318,0.065
PRAMEF10,-0.085,-0.156,-0.596,-0.499,-0.275,0.017,-0.018,0.471,-0.543,0.133,-0.09,-0.609,-0.37,-0.894
PRAMEF12,-0.182,0.23,-0.486,0.107,-0.146,0.306,0.361,-0.682,0.166,0.134,0.141,0.223,-0.148,-0.521
PRAMEF21,-0.213,-0.161,-0.201,0.124,-0.471,0.24,-0.72,-0.773,-0.104,-0.582,-0.434,-0.322,-0.262,-1.214
PRAMEF7,-0.221,-0.394,-0.979,-0.066,-0.231,-0.494,-0.423,0.156,-0.548,-0.593,-1.14,0.03,-0.711,-0.399
PRDM1,0.469,-0.018,-0.342,0.671,0.114,0.042,0.063,-0.219,-0.603,-0.085,0.075,0.163,0.185,0.286
PRDM15,-0.284,-0.742,-1.084,-0.46,-0.892,-0.166,-0.697,-0.308,-0.267,-0.316,0.062,-0.045,-0.677,-0.707
PRDX2,-0.484,-0.52,-0.502,-0.262,-0.939,-0.413,0.034,-0.148,-0.763,-0.396,-0.407,-0.419,-1.288,-0.294
PRDX4,-0.946,-0.559,0.584,-0.701,0.304,-0.028,0.053,-0.457,-0.254,0.164,-0.2,0.053,0.348,-0.367
PRICKLE1,0.129,0.193,0.129,0.152,-0.031,-0.135,0.146,0.033,0.217,0.058,-1.033,-0.043,-0.842,-0.584
PRKAA2,-0.061,0.006,0.222,-0.14,0.289,0.284,0.182,-0.43,0.506,-0.006,-0.214,0.183,-0.777,-0.472
PRKACA,0.015,-1.131,-0.598,-0.122,-0.253,0.014,0.477,-0.26,-0.238,-0.479,0.179,-0.017,-0.02,0.015
PRKAG1,-0.279,-0.555,0.086,-0.481,-0.742,-0.07,-0.15,-0.855,-0.282,-0.126,-0.597,-0.055,-1.393,-0.242
PRKAG2,-0.152,0.371,0.033,0.254,-0.152,-0.263,0.18,-0.001,0.181,-0.337,-0.956,-0.371,0.694,-0.206
PRKCI,0.041,-0.108,-0.297,-0.132,0.047,0.111,-0.095,-0.112,0.092,0.367,-0.325,-0.513,-1.139,0.059
PRKCZ,-0.696,-0.406,-0.394,-0.074,-0.627,-0.395,0.28,-0.096,-0.879,-0.168,-0.362,-0.79,-0.065,-0.248
PRKG1,0.015,-0.788,-1.071,-0.432,-0.086,-0.622,-0.491,-0.499,-0.14,-0.489,-0.454,-0.32,-0.951,-0.158
PRKG2,-0.413,-0.61,-1.386,-0.085,-0.217,-0.386,-0.578,-0.194,-0.692,-0.438,0.085,-0.907,-0.066,-0.964
PRKRA,0.389,-0.084,0.36,0.223,0.252,-0.475,0.033,0.095,-0.015,-1.006,0.173,0.011,-0.686,0.19
PRMT3,0.102,0.159,0.102,-0.535,-0.381,0.465,-0.04,-0.146,-0.354,0.143,-0.171,-0.26,0,0.804
PROSC,-0.085,0.661,-0.544,-0.158,-0.016,-0.178,-0.862,-0.702,-0.19,-0.142,-0.744,-0.34,0.188,-0.016
PRPH2,0.07,0.122,-0.063,0.382,0.265,0.359,-0.256,-0.04,0.086,0.178,0.441,-0.405,-0.771,0.107
PRPS1,-0.425,-0.117,-1.004,0.053,-0.55,-0.03,0.159,-0.031,0.131,0.099,-0.802,0.3,0.667,0.161
PRR14L,0.175,0.433,0.093,-0.581,0.43,-0.041,0.218,-0.378,-0.318,0.096,-0.269,-0.518,-0.295,0.14
PRR18,-0.178,-0.433,-0.563,0.001,-0.303,-0.437,0.16,-0.618,-0.324,0.061,-0.101,-0.186,-0.983,-0.84
PRR24,-0.463,-0.483,-0.574,-0.425,-0.627,-1.57,0.087,0.163,-0.258,-0.147,-0.856,-0.431,-0.119,-0.439
PRSS23,0.047,-0.336,-0.302,-0.21,-0.287,-0.399,-0.079,0.211,-0.635,0.272,0.017,-0.016,-1.211,-0.363
PRSS35,0.265,-0.021,-0.238,-0.059,-0.347,0.234,-0.087,0.269,0.105,0.048,0.663,0.194,-0.847,0.008
PRSS46,-0.745,0.255,-0.153,-0.201,-0.194,-0.237,0.043,-0.612,-0.042,0.223,-0.57,-0.685,-0.272,-0.037
PRSS48,-0.011,0.318,-0.855,0.083,-0.222,-0.035,0.569,-0.131,-0.335,0.168,-0.518,-0.589,0.246,-0.179
PRSS56,0.529,-0.209,0.174,-0.311,-0.137,-0.411,-0.03,-0.458,-0.144,0.437,-0.617,0.068,-0.475,-0.081
PRSS57,-0.484,0.157,-0.495,-0.205,-0.598,-0.611,0.197,0.276,-0.302,-0.141,0.361,0.259,0.048,-0.582
PRX,-0.607,-0.255,-0.107,-0.361,-1.231,-0.135,-0.263,-0.167,-0.39,-0.581,0.075,-0.277,-0.802,-0.409
PRY,0.065,0.198,-0.85,0.319,0.025,-0.056,-0.018,0.111,-0.184,-0.339,0.55,0.253,0.013,-0.475
PRY2,0.065,0.198,-0.85,0.319,0.025,-0.056,-0.018,0.111,-0.184,-0.339,0.55,0.253,0.013,-0.475
PSENEN,-0.117,0.312,0.42,-0.184,-0.12,-0.387,-0.211,-0.17,0.031,-0.028,-0.173,-0.15,-1.532,-0.966
PSMB9,-0.326,-0.621,-0.104,-0.276,-0.72,0.487,0.073,-0.203,-0.422,0.159,-0.882,-0.03,-0.384,-0.231
PSMD10,-0.087,0.122,-0.205,-0.312,0.151,0.172,-0.09,0.493,-0.42,-0.82,-0.201,-0.934,0.175,0.225
PSME1,-0.2,-0.281,-0.098,-0.74,-0.29,-0.536,0.209,-0.761,-0.057,-0.65,0.321,0.359,0.413,-0.2
PSORS1C1,0.53,0.481,0.182,-0.433,0.512,-0.116,0.031,-0.226,0.248,0.273,-0.143,-0.145,-0.907,-0.086
PTBP3,0.418,-0.01,-0.336,-0.335,-0.668,-0.469,-0.13,0.18,-0.873,0.191,0.192,0.113,-0.366,0.128
PTCHD2,-0.52,-0.414,-0.669,-0.098,-0.779,-0.061,-0.514,-0.065,-0.432,-0.592,-0.285,-0.613,-1.373,-0.425
PTDSS1,-0.796,-0.293,-0.278,-0.177,0.11,-0.539,-0.736,-1.34,-0.78,0.072,-0.71,-0.624,-0.535,0.627
PTEN,-1.448,0.119,0.49,0.782,0.465,-0.113,0.449,3.983,0.809,0.08,0.547,2.925,-0.717,0.488
PTGER1,-0.068,-0.512,0.187,-0.495,-0.382,0.073,-0.408,-0.697,-0.127,-1.071,-0.451,-0.2,0.008,-0.448
PTGER3,0.096,-0.469,-0.203,0.051,-0.119,0.126,0.561,-0.101,0.386,0.173,0.233,-0.281,-1.184,-0.087
PTGIS,-0.41,-0.608,-0.155,0.044,-0.219,-0.202,0.086,-0.047,-0.664,-0.023,-0.945,-0.717,-0.669,-0.55
PTK2,0.043,-0.152,-1.095,-0.02,-0.168,0.156,-0.172,-0.323,-0.238,0.257,0.193,-0.771,-0.269,-0.028
PTK2B,0.169,0.007,-0.963,-0.271,-0.828,-0.042,-0.171,0.211,-0.626,0.069,0.06,-0.014,0.046,0.025
PTOV1,0.02,-0.574,-0.74,0.013,-0.868,-0.412,-0.077,-0.556,-0.136,-0.079,-0.975,0.069,-0.95,0.067
PTP4A3,-0.413,0.289,-0.935,-0.533,-0.354,0.287,-0.293,-0.228,-1.244,-0.006,-0.509,-0.609,-0.229,0.251
PTPN1,-0.136,-0.034,0.401,0.462,1.153,-0.415,-0.128,0.307,0.447,-0.273,-0.422,-0.067,-1.196,-0.799
PTPN18,-0.542,-0.901,-1.226,-0.488,-0.593,-0.248,0.183,-0.381,-0.739,0.029,-0.539,0.166,-0.59,-0.127
PTPN2,-1.104,0.053,0.946,-0.098,1.392,0.391,0.391,0.134,0.458,0.18,0.214,0.228,0.183,0.371
PTPN6,-0.499,-0.142,-0.717,-0.954,-0.355,-0.16,0.048,-0.049,-0.518,-1.281,-0.977,-0.267,-0.885,-0.244
PTPN7,-0.697,-0.131,-0.578,-0.334,-0.456,-0.672,-2.235,-0.241,-0.035,0.228,-0.586,0.83,-0.105,0.529
PTPRC,0.245,0.243,0.29,1.274,0.577,0.032,-0.238,0.301,0.463,-0.252,-0.245,-0.395,-0.33,-0.144
PTPRE,-0.058,0.137,0.087,0.049,-0.021,-0.326,0.04,0.245,-0.552,-0.463,-0.653,-0.232,-0.913,-0.251
PTPRH,-0.706,-0.98,-1.057,-0.377,-0.768,-0.001,-0.437,0.188,-0.622,-0.703,-0.622,0.2,-0.608,-0.055
PTPRJ,0.3,0.417,-0.172,0.202,0.188,0.2,-0.259,-0.291,-0.198,-0.296,-0.268,0.103,-0.636,-0.69
PUM1,-0.568,-1.012,-0.556,-0.41,0.398,-0.928,-0.913,-0.267,0.317,-0.37,0.215,1.066,-0.648,-0.224
PUS3,0.111,-0.759,-0.584,-0.745,-0.249,-0.328,-0.122,-0.052,0.499,-1.453,0.015,-0.369,0.508,-0.031
PVRL2,-0.502,-0.239,-1.071,-0.259,-0.968,0.088,-0.224,-0.095,-0.436,-0.623,-0.14,-0.001,-0.569,-0.237
PVRL4,-0.283,-0.422,-0.146,0.304,-0.112,0.212,-0.264,-0.622,-0.902,-0.213,0.042,-0.598,-0.284,-0.294
PWWP2A,-0.087,-0.437,-0.241,0.341,-0.105,0.088,0.444,-0.753,-0.303,0.025,-1.161,0.089,0.45,0.258
PWWP2B,0.042,-0.298,-0.416,0.282,-0.563,-0.612,-0.057,-0.074,-0.492,-0.08,-0.72,-0.463,-0.856,-0.137
QKI,0.43,0.099,-0.488,-0.454,-0.068,-0.412,0.047,-0.065,-0.531,0.209,-0.455,0.157,-0.358,-0.87
RAB11A,0.22,0.124,-0.305,-0.336,0.01,-0.124,-0.004,0.324,0.411,0.215,-0.116,0.207,0.183,-0.902
RAB11B,0.312,0.182,-0.582,-0.439,-0.388,-0.673,0.029,0.289,-0.465,0.1,-0.132,-0.069,-0.129,-0.646
RAB14,-0.122,-0.122,-0.466,-0.464,0,0.021,0.372,-0.19,0.024,-0.079,0.263,-0.155,-0.818,-0.58
RAB15,-0.105,-0.182,-0.144,-0.043,-0.144,-0.238,-0.528,0.264,-0.688,-0.463,-0.431,-0.094,-0.948,-0.755
RAB34,-0.784,-0.847,-0.851,-0.223,-0.613,-0.717,-0.816,-0.739,-0.831,0.154,-0.601,-0.335,-0.721,-0.079
RAB40B,-0.059,-0.681,-0.177,-0.544,-0.483,-0.678,-1.084,-0.041,-0.643,-0.332,-0.928,-0.14,-0.162,0.151
RAB4A,-0.044,0.07,0.713,0.174,0.282,0.257,-0.099,-0.405,0.265,0.298,-0.638,-0.125,-0.366,-0.074
RAB8A,0.366,-0.838,-0.141,-0.353,0.092,0.142,0.036,-0.526,-0.16,-0.012,-0.746,-0.417,-0.182,-0.228
RABEP1,0.322,0.334,-0.198,-0.067,-0.645,-0.32,-0.58,-0.189,-0.339,0.045,-1.011,-0.243,0.039,-0.469
RABGAP1,-0.339,-0.72,0.741,0.507,0.013,0.485,-0.023,0.149,-0.002,-0.4,-0.216,-0.03,-0.033,0.249
RAC1,-0.32,-0.134,-0.236,-0.035,-0.226,-0.192,0.032,-1.003,-0.363,-0.191,-0.82,-0.989,-0.267,-0.334
RAD54L,0.185,0.15,-0.205,-0.183,-0.359,0.198,-0.031,-0.291,0.128,-0.012,-0.214,-0.663,-0.785,-0.578
RANBP9,0.086,0.742,-0.49,-0.402,0.001,0.424,0.231,-1.189,-0.125,0.219,0.276,-0.16,-0.162,0.241
RAP1B,-0.062,-0.627,0.283,0.394,-0.119,0.227,-0.161,-0.288,-0.317,-0.284,-0.029,0.529,0.18,0.171
RAP1GAP,-0.292,-0.144,-0.129,-0.09,-0.004,0.187,-0.143,0.051,-0.031,-0.189,-0.579,0.087,-1.099,-0.515
RAP2C,0.01,-0.222,-0.789,0.209,0.173,-0.05,-0.125,-0.402,0.24,-0.5,-0.787,-0.374,-0.142,-0.737
RAPGEF3,-0.646,-0.302,0.034,-0.059,-0.254,0.036,-0.135,-0.111,-0.263,-0.179,-0.183,0.031,-0.931,0.444
RARG,-0.344,-0.496,-0.295,0.357,-0.285,-0.295,-0.393,0.287,-0.277,-0.109,-0.049,0.359,-0.883,-0.306
RASA2,0.175,0.416,-0.086,0.781,0.848,0.286,0.3,0.407,1.663,0.418,0.686,2.327,0.701,0.526
RASA4B,-0.084,-0.13,-1.476,-0.506,-0.504,-0.576,-0.172,-0.958,-0.387,-0.335,-0.184,-0.204,0.116,-0.144
RASD2,-0.596,0.179,0.333,-0.394,-0.191,-0.238,-0.195,-0.489,0.408,-0.508,-0.351,-0.421,0.401,-0.195
RASSF8,0.216,0.177,-0.156,0.175,-0.374,-0.543,0.176,0.287,-0.286,-0.343,-0.324,-0.021,-0.393,-0.727
RB1CC1,-0.966,0,-0.955,-0.086,-0.025,0.311,0.143,-0.036,-0.317,-0.206,-0.323,-0.2,-0.849,-0.274
RBAK,-0.383,0.542,-0.257,-0.309,-0.417,-0.543,-0.326,-0.511,-0.065,0.129,-0.815,-0.244,-0.122,-0.039
RBAK-RBAKDN,-0.168,0.214,-1.37,-0.598,-0.709,-0.591,-0.489,-0.297,-0.894,-0.031,-0.857,-0.591,-0.587,-0.508
